gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000094472	1.265117	-0.001503144	0.07030115	0.5999253	NA
ENSMUSG00000094473	0.803875	-0.001320143	0.07069709	0.5924111	NA
ENSMUSG00000094475	0.7480807	0.0007912523	0.07318364	0.6283237	NA
ENSMUSG00000094476	0.4027451	0	0.07548602	1	NA
ENSMUSG00000094483	5404.391	-0.07892247	0.09298921	0.02059669	0.6416303
ENSMUSG00000094484	0.1400039	-0.0004887166	0.07658348	0.7132221	NA
ENSMUSG00000094493	2.019901	-0.0005205553	0.06975316	0.8860059	NA
ENSMUSG00000094497	0.3385367	0	0.07548602	1	NA
ENSMUSG00000094500	29.95308	-0.0007206485	0.0671064	0.9401645	0.9983069
ENSMUSG00000094501	0.07904697	-0.0004860945	0.07657165	0.7146625	NA
ENSMUSG00000094504	0.07904697	-0.0004860945	0.07657165	0.7146625	NA
ENSMUSG00000094508	0.6772489	0	0.07548602	1	NA
ENSMUSG00000094510	0.05470449	0	0.07548602	1	NA
ENSMUSG00000094513	1.379141	-0.001547385	0.08464625	0.2989861	NA
ENSMUSG00000094517	0.3932025	-0.0008082763	0.07831058	0.5525186	NA
ENSMUSG00000094518	0.5141475	-0.0007929176	0.07196218	0.6638988	NA
ENSMUSG00000094525	0.08221767	-0.0004981606	0.07661934	0.7081031	NA
ENSMUSG00000094526	0.6366803	0.0009846597	0.07924215	0.4794152	NA
ENSMUSG00000094530	1.435438	-0.003391858	0.07015372	0.3773097	NA
ENSMUSG00000094534	0.04273247	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000094537	6.004686	0	0.07548602	NA	NA
ENSMUSG00000094551	0.1140666	-0.0005860025	0.07700399	0.6614415	NA
ENSMUSG00000094556	0.3566774	0	0.07548602	1	NA
ENSMUSG00000094557	0.6790528	-7.779822e-05	0.07456376	0.9547468	NA
ENSMUSG00000094568	1.942873	0.005544247	0.07103047	0.1724721	NA
ENSMUSG00000094581	0.6908411	0.001453341	0.0719381	0.4808578	NA
ENSMUSG00000094587	0.06078082	0	0.07548602	1	NA
ENSMUSG00000094590	0.2433785	-0.0005518713	0.07666143	0.6808338	NA
ENSMUSG00000094594	0.46443	-0.0009581377	0.07383518	0.5552637	NA
ENSMUSG00000094595	41.39094	-0.01061505	0.06906766	0.3066297	0.9557403
ENSMUSG00000094597	1.673029	-0.000707406	0.06985338	0.8352683	NA
ENSMUSG00000094604	1.19953	-9.966436e-05	0.07149615	0.956093	NA
ENSMUSG00000094605	0.1005919	0.0001343716	0.07552586	0.9188896	NA
ENSMUSG00000094613	0.1411318	0.0006671396	0.07731911	0.6209589	NA
ENSMUSG00000094614	469.5704	-0.006368223	0.05881174	0.6998641	0.9945077
ENSMUSG00000094615	0.107488	-6.593567e-05	0.07550568	0.9600642	NA
ENSMUSG00000094622	29.91522	-0.001902787	0.06932101	0.7124744	0.9945077
ENSMUSG00000094626	377.4934	-0.02829312	0.06856041	0.1777119	0.8976294
ENSMUSG00000094627	5.002249	-0.001869214	0.07010968	0.5650102	NA
ENSMUSG00000094628	2.038319	0.006979523	0.07637747	0.05369934	NA
ENSMUSG00000094634	5.213041	0.0008620273	0.06906881	0.8793165	NA
ENSMUSG00000094638	0.8721771	0.001241412	0.07095088	0.588941	NA
ENSMUSG00000094649	0.7043117	-0.0001697033	0.07197372	0.9200115	NA
ENSMUSG00000094651	0.6620269	0	0.07548602	1	NA
ENSMUSG00000094655	69.43028	-0.01924542	0.07469984	0.04362848	0.7310481
ENSMUSG00000094664	24.70855	-3.621214e-05	0.07464994	0.97882	0.9983069
ENSMUSG00000094665	0.1156671	0.0004037915	0.07616826	0.7610816	NA
ENSMUSG00000094668	78.69462	-0.002689828	0.06942584	0.5996101	0.9903903
ENSMUSG00000094681	0.2215395	0	0.07548602	1	NA
ENSMUSG00000094683	2.187903	-0.0006551381	0.06940985	0.8882291	NA
ENSMUSG00000094685	4.95117	-0.007032486	0.0700825	0.2444624	NA
ENSMUSG00000094686	0.1778035	-0.0002866871	0.07586101	0.8281778	NA
ENSMUSG00000094690	0.5389978	-0.000462166	0.07094252	0.8238614	NA
ENSMUSG00000094703	0.03810199	0	0.07548602	1	NA
ENSMUSG00000094707	4.662637	-0.003618687	0.06945113	0.5062536	NA
ENSMUSG00000094708	43.62771	8.417072e-05	0.07133023	0.9639997	0.9983069
ENSMUSG00000094713	0.09375612	-0.000251262	0.07577342	0.8490225	NA
ENSMUSG00000094719	0.06078082	0	0.07548602	1	NA
ENSMUSG00000094724	142.4736	0.02654828	0.0729645	0.1384656	0.8817938
ENSMUSG00000094726	0.04418037	0	0.07548602	1	NA
ENSMUSG00000094732	4.791227	0.005998373	0.06980918	0.3111475	NA
ENSMUSG00000094737	0.2010296	-0.0009002591	0.07902024	0.5114071	NA
ENSMUSG00000094763	0.4111914	-0.0008236752	0.07842582	0.5454419	NA
ENSMUSG00000094772	0.7360454	-0.001555716	0.07124748	0.4971705	NA
ENSMUSG00000094777	25.79888	-0.005189521	0.06974828	0.3506934	0.9678929
ENSMUSG00000094786	30.74946	-0.01225434	0.06864817	0.306763	0.9557403
ENSMUSG00000094796	0.1281974	-0.0006799454	0.07749289	0.6137699	NA
ENSMUSG00000094797	0.1281974	-0.0006799454	0.07749289	0.6137699	NA
ENSMUSG00000094800	9.213942	-0.005397947	0.06918842	0.4381653	NA
ENSMUSG00000094811	0.2851666	-0.001082412	0.08073703	0.4372135	NA
ENSMUSG00000094812	40.42129	19.06559	6.85687486	3.761499e-07	0.002205033
ENSMUSG00000094817	0.114306	0	0.07548602	1	NA
ENSMUSG00000094819	0.2215395	0	0.07548602	1	NA
ENSMUSG00000094825	1.548443	-0.0003024663	0.07111661	0.8778783	NA
ENSMUSG00000094826	772.5892	-0.001394529	0.06946715	0.7624175	0.9958846
ENSMUSG00000094828	0.114306	0	0.07548602	1	NA
ENSMUSG00000094830	3.729093	-6.200539e-05	0.0755034	0.9624421	NA
ENSMUSG00000094831	1.079898	-0.002325126	0.09047113	0.1700965	NA
ENSMUSG00000094832	52.85637	-0.004876104	0.06895073	0.4995595	0.9833475
ENSMUSG00000094840	23.55679	-0.002973035	0.0684639	0.693763	0.9945077
ENSMUSG00000094841	0.4530134	-0.0005451209	0.07203787	0.7540925	NA
ENSMUSG00000094842	0.04395546	0	0.07548602	1	NA
ENSMUSG00000094843	0.4194909	-0.001314998	0.07354269	0.459667	NA
ENSMUSG00000094844	0.02967808	0.0001546253	0.07559435	0.9065953	NA
ENSMUSG00000094849	0.08903424	0.0004796107	0.07642587	0.7191276	NA
ENSMUSG00000094852	0.1850479	-6.292108e-05	0.07550392	0.9618881	NA
ENSMUSG00000094856	1.268476	-0.0003195554	0.07046401	0.8934452	NA
ENSMUSG00000094858	0.06078082	0	0.07548602	1	NA
ENSMUSG00000094864	0.08690708	-0.000516946	0.07669455	0.6979728	NA
ENSMUSG00000094868	5.717261	-0.008002822	0.07027566	0.208019	NA
ENSMUSG00000094870	300.8994	-0.004732189	0.05728168	0.7772724	0.9959254
ENSMUSG00000094877	0.1102881	0	0.07548602	1	NA
ENSMUSG00000094883	0.05703331	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000094886	0.06078082	0	0.07548602	1	NA
ENSMUSG00000094888	1.088548	-0.001040821	0.0702627	0.7059681	NA
ENSMUSG00000094910	1895.123	0.004421418	0.05557791	0.7954718	0.9959254
ENSMUSG00000094914	0.3566774	0	0.07548602	1	NA
ENSMUSG00000094917	0.4676472	-4.486042e-05	0.07549512	0.9728204	NA
ENSMUSG00000094932	0.4695951	6.035767e-05	0.07496238	0.9642204	NA
ENSMUSG00000094935	2.653982	0.007254419	0.07172572	0.1052071	NA
ENSMUSG00000094936	473.4608	-0.002743064	0.05745952	0.8679593	0.9970857
ENSMUSG00000094942	16.22595	0.0004836269	0.06843284	0.9465086	0.9983069
ENSMUSG00000094943	0.07614395	0	0.07548602	1	NA
ENSMUSG00000094958	8.614493	-0.003059118	0.06941642	0.5632966	NA
ENSMUSG00000094963	0.1783387	0	0.07548602	1	NA
ENSMUSG00000094966	0.04345354	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000094974	0.9926155	-0.0009436839	0.07096911	0.6663007	NA
ENSMUSG00000094985	0.08621428	0.0004553942	0.07633586	0.7324079	NA
ENSMUSG00000094989	5.323653	-0.0007865693	0.06921513	0.8810292	NA
ENSMUSG00000094992	0.1282504	0.0005445435	0.07669778	0.6841504	NA
ENSMUSG00000094997	7.122714	0.001367392	0.08425372	NA	NA
ENSMUSG00000095009	2.34455	0.000585171	0.06972749	0.8746454	NA
ENSMUSG00000095024	0.06412521	0.0001546253	0.07559435	0.9065953	NA
ENSMUSG00000095040	1.704174	-0.001450596	0.07012852	0.6364741	NA
ENSMUSG00000095042	2.763382	-0.004210199	0.07802079	0.1023595	NA
ENSMUSG00000095054	0.5457965	0.0004358279	0.07384192	0.7674429	NA
ENSMUSG00000095061	0.1140666	-0.0005860025	0.07700399	0.6614415	NA
ENSMUSG00000095078	0.02967808	0.0001546253	0.07559435	0.9065953	NA
ENSMUSG00000095079	0.08291181	-0.0005009876	0.07663033	0.7065741	NA
ENSMUSG00000095086	0.08606612	0.000166217	0.07561126	0.8996437	NA
ENSMUSG00000095087	0.04345354	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000095091	0.02822637	0.0001546253	0.07559435	0.9065953	NA
ENSMUSG00000095093	0.1215616	0	0.07548602	1	NA
ENSMUSG00000095098	83.35483	-0.0026138	0.06590329	0.8179883	0.9959254
ENSMUSG00000095105	1.896019	0.0009479594	0.06989748	0.7770675	NA
ENSMUSG00000095112	0.02822637	0.0001546253	0.07559435	0.9065953	NA
ENSMUSG00000095115	54.09814	0.00392858	0.06263225	0.7842621	0.9959254
ENSMUSG00000095118	12.31661	0.00249298	0.06982532	0.5354236	0.9833475
ENSMUSG00000095123	154.2075	0.009940357	0.06716614	0.4215758	0.975772
ENSMUSG00000095128	0.04345354	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000095134	5.675887	-0.001378999	0.06981201	0.7061282	NA
ENSMUSG00000095137	0.04345354	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000095139	172.6415	-0.004993665	0.05886786	0.7592535	0.9958846
ENSMUSG00000095150	0.1140666	-0.0005860025	0.07700399	0.6614415	NA
ENSMUSG00000095153	0.06078082	0	0.07548602	1	NA
ENSMUSG00000095159	3.069972	0.001156715	0.0696381	0.7757815	NA
ENSMUSG00000095168	0.2187006	0.0002255005	0.07562334	0.8647217	NA
ENSMUSG00000095184	0.07614395	0	0.07548602	1	NA
ENSMUSG00000095186	8.278972	0.0004476295	0.07050944	0.8497502	NA
ENSMUSG00000095193	11.55483	0.002581261	0.06830443	0.7399294	0.9953725
ENSMUSG00000095195	2.127865	0.001057143	0.07124394	0.6164894	NA
ENSMUSG00000095199	3.819892	-0.001610397	0.08823814	0.2752802	NA
ENSMUSG00000095202	0.04345354	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000095203	0.05959772	0	0.07548602	1	NA
ENSMUSG00000095217	8.348865	-0.003566268	0.06906971	0.5764116	NA
ENSMUSG00000095224	3.711685	-0.001522672	0.06987964	0.6675764	NA
ENSMUSG00000095253	382.9558	0.02012433	0.06865812	0.2314499	0.9326308
ENSMUSG00000095254	0.1215616	0	0.07548602	1	NA
ENSMUSG00000095258	5.301694	-0.001149596	0.07251739	0.5329854	NA
ENSMUSG00000095260	231.4482	0.001990041	0.06932004	0.7013795	0.9945077
ENSMUSG00000095276	0.5413255	0.001060859	0.08043847	0.4459325	NA
ENSMUSG00000095280	37.39534	0.001092751	0.07021577	NA	NA
ENSMUSG00000095284	0.04395546	0	0.07548602	1	NA
ENSMUSG00000095288	0.08546494	-0.0005112688	0.07667144	0.7010257	NA
ENSMUSG00000095290	0.1783387	0	0.07548602	1	NA
ENSMUSG00000095294	10.03368	0.002333361	0.06923433	0.672936	0.9925851
ENSMUSG00000095295	6.736961	0.002450586	0.06980133	0.5460215	NA
ENSMUSG00000095299	0.03952348	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000095304	1.704314	-0.0003754007	0.0718075	0.830731	NA
ENSMUSG00000095306	1.332882	0.00166368	0.07034976	0.5625461	NA
ENSMUSG00000095315	0.9306845	0.0001240397	0.07008686	0.9653475	NA
ENSMUSG00000095325	88.15175	-0.0144354	0.06609825	0.3511247	0.9678929
ENSMUSG00000095332	2.28099	0	0.07128184	1	NA
ENSMUSG00000095334	74.26124	0.003030593	0.06429264	0.8156038	0.9959254
ENSMUSG00000095348	9.943351	0.003009145	0.0735408	0.2152482	0.9186468
ENSMUSG00000095349	1.048818	-0.001079876	0.07109557	0.6197679	NA
ENSMUSG00000095361	0.1783387	0	0.07548602	1	NA
ENSMUSG00000095362	175.3054	-0.05797811	0.0935237	0.01837429	0.6358009
ENSMUSG00000095366	3.328846	-0.001175541	0.08178386	0.4030137	NA
ENSMUSG00000095367	0.8312312	0	0.07390532	1	NA
ENSMUSG00000095370	0.2616334	-0.0009069335	0.07906963	0.5085617	NA
ENSMUSG00000095372	1.347548	-0.001101764	0.0718502	0.5724316	NA
ENSMUSG00000095385	1.597271	-0.001192422	0.07069437	0.6226387	NA
ENSMUSG00000095389	2.758961	0.0005207607	0.07657374	0.6970059	NA
ENSMUSG00000095395	0.2136623	-0.0009367781	0.07933041	0.4957597	NA
ENSMUSG00000095396	0.1000523	-0.000536207	0.07678033	0.6876332	NA
ENSMUSG00000095403	866.0149	-0.005113379	0.05917153	0.7523601	0.9955018
ENSMUSG00000095406	0.6045552	0.0002392844	0.07226078	0.8839579	NA
ENSMUSG00000095407	40.40146	0.028748	0.07893877	0.03694115	0.711204
ENSMUSG00000095418	0.05385644	-0.0002726097	0.07582477	0.8364418	NA
ENSMUSG00000095419	0.4171495	-0.0005228595	0.07210953	0.7611824	NA
ENSMUSG00000095427	5.578525	0.0005212655	0.06890594	0.9317228	NA
ENSMUSG00000095432	184.1563	-0.02937772	0.07583045	0.09772898	0.8330444
ENSMUSG00000095438	0.06078082	0	0.07548602	1	NA
ENSMUSG00000095440	8.483048	9.500164e-05	0.06843453	0.9894633	NA
ENSMUSG00000095463	618.0055	-0.001094437	0.05774144	0.9465917	0.9983069
ENSMUSG00000095477	0.04395546	0	0.07548602	1	NA
ENSMUSG00000095478	8.012175	-0.003227043	0.0681684	0.6939662	NA
ENSMUSG00000095479	0.2058484	-0.0002904144	0.07587093	0.8259942	NA
ENSMUSG00000095491	0.5839448	0	0.07548602	1	NA
ENSMUSG00000095499	0.02822637	0.0001546253	0.07559435	0.9065953	NA
ENSMUSG00000095502	0.2330365	0.0007397233	0.07774136	0.5855506	NA
ENSMUSG00000095512	0.1999626	0.0001546405	0.07559437	0.9065861	NA
ENSMUSG00000095524	0.2468871	-0.0005978492	0.07488467	0.6774486	NA
ENSMUSG00000095526	1.404851	-0.002295024	0.07130424	0.3708969	NA
ENSMUSG00000095538	1.404536	-0.005236225	0.10263306	0.03982841	NA
ENSMUSG00000095542	1.113641	0.0006325488	0.07119195	0.7521122	NA
ENSMUSG00000095545	4.65233	0	0.07548602	1	NA
ENSMUSG00000095547	16.2829	0.001265079	0.07138732	0.5535274	0.9858817
ENSMUSG00000095550	3.543646	-0.002730249	0.07227868	0.2741222	NA
ENSMUSG00000095555	0.04345354	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000095562	5.592964	0.007278479	0.10976214	0.01965366	NA
ENSMUSG00000095565	0.08903424	0.0004796107	0.07642587	0.7191276	NA
ENSMUSG00000095567	399.4691	-0.001728701	0.05446308	0.9192813	0.9983069
ENSMUSG00000095580	0.9332513	0	0.07533786	1	NA
ENSMUSG00000095584	0.1783387	0	0.07548602	1	NA
ENSMUSG00000095588	4.774005	-0.002348262	0.06871276	0.7315724	NA
ENSMUSG00000095590	44.7219	-0.004301892	0.06868869	0.5677785	0.9876182
ENSMUSG00000095595	282.0329	-0.01366466	0.06230586	0.425551	0.975772
ENSMUSG00000095597	30.29023	0.003043546	0.06399964	0.8181878	0.9959254
ENSMUSG00000095600	0.2265604	0.0001863689	0.07433528	0.8936954	NA
ENSMUSG00000095616	8.025019	0.000359088	0.07512614	0.7931321	NA
ENSMUSG00000095620	0.2197578	0.0002266664	0.07564332	0.8639473	NA
ENSMUSG00000095639	0.04865288	0	0.07548602	1	NA
ENSMUSG00000095641	1.421739	0.003722732	0.07330982	0.1722149	NA
ENSMUSG00000095648	36.82776	0.008292946	0.06874557	0.3791688	0.9741099
ENSMUSG00000095649	0.8488194	0.0006878604	0.07094915	0.7460761	NA
ENSMUSG00000095651	0.5747861	-0.001203417	0.07726082	0.4289777	NA
ENSMUSG00000095654	0.2888991	0.0002362848	0.07564124	0.8583684	NA
ENSMUSG00000095661	0.1783387	0	0.07548602	1	NA
ENSMUSG00000095663	0.04273247	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000095676	237.4017	-0.001774185	0.06917956	0.748249	0.9953725
ENSMUSG00000095677	15.00576	-0.001674681	0.06790139	0.8415816	0.9959254
ENSMUSG00000095681	6.022644	0.005644623	0.06988388	0.3083309	NA
ENSMUSG00000095687	75.45222	0.008089878	0.06609902	0.5225159	0.9833475
ENSMUSG00000095690	4.931278	-9.354131e-05	0.06884187	0.9880271	NA
ENSMUSG00000095701	3.323093	0	0.07548602	1	NA
ENSMUSG00000095709	1.331006	-0.003465962	0.07296755	0.1948972	NA
ENSMUSG00000095714	0.5326295	0.0001517779	0.07252038	0.9237624	NA
ENSMUSG00000095720	0.2591044	0.0001508649	0.07558913	0.9088526	NA
ENSMUSG00000095724	0.05517465	0	0.07548602	1	NA
ENSMUSG00000095730	17.78765	2.849496e-05	0.06849001	0.9967846	0.9995253
ENSMUSG00000095734	7.99731	-0.002036524	0.06969019	0.6255159	NA
ENSMUSG00000095738	76.34514	0.0001286321	0.07142544	0.9440988	0.9983069
ENSMUSG00000095739	0.3984613	-0.0002811812	0.07279765	0.8569349	NA
ENSMUSG00000095756	0.04281839	-0.0002857494	0.07585854	0.8287274	NA
ENSMUSG00000095762	0.9216881	-0.002961898	0.07241027	0.2480857	NA
ENSMUSG00000095766	5.477759	0.002401291	0.07002936	0.50336	NA
ENSMUSG00000095779	8.883746	-0.006718057	0.07009222	0.2476413	NA
ENSMUSG00000095788	0.06412521	0.0001546253	0.07559435	0.9065953	NA
ENSMUSG00000095789	8.73024	0.004481711	0.06942289	0.4502096	NA
ENSMUSG00000095797	0.07614395	0	0.07548602	1	NA
ENSMUSG00000095804	0.04395546	0	0.07548602	1	NA
ENSMUSG00000095824	0.0846791	0.0004623271	0.076361	0.7285933	NA
ENSMUSG00000095828	0.7940698	-0.0007120753	0.0721769	0.6853387	NA
ENSMUSG00000095834	0.04310714	0.0001546253	0.07559435	0.9065953	NA
ENSMUSG00000095836	0.04345354	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000095841	0.3566774	0	0.07548602	1	NA
ENSMUSG00000095845	0.02822637	0.0001546253	0.07559435	0.9065953	NA
ENSMUSG00000095847	0.2953705	0.0008016496	0.0745021	0.5982436	NA
ENSMUSG00000095858	0.228612	0	0.07548602	1	NA
ENSMUSG00000095865	0.2215395	0	0.07548602	1	NA
ENSMUSG00000095868	0.5523574	0.001002668	0.07120036	0.6344445	NA
ENSMUSG00000095869	1.926653	-0.003745568	0.07284521	0.1808742	NA
ENSMUSG00000095883	0.04273247	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000095891	4.696008	0.001008263	0.07003652	0.7437894	NA
ENSMUSG00000095892	127.9861	-0.0003767632	0.07035195	0.8805632	0.9975021
ENSMUSG00000095908	0.3547172	-0.001033039	0.07861585	0.4678773	NA
ENSMUSG00000095912	0.1129055	0.0005704021	0.07681859	0.6704893	NA
ENSMUSG00000095913	0.05517465	0	0.07548602	1	NA
ENSMUSG00000095915	1.359284	-0.0003384183	0.07446628	0.8098544	NA
ENSMUSG00000095918	0.05703331	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000095927	0.05517465	0	0.07548602	1	NA
ENSMUSG00000095930	177.2533	-0.002260695	0.05541864	0.8937759	0.9983069
ENSMUSG00000095937	50.19492	-0.0004214376	0.07207862	0.8047027	0.9959254
ENSMUSG00000095940	0.2319021	-0.0002885667	0.075866	0.8270765	NA
ENSMUSG00000095943	0.2376787	0	0.07548602	1	NA
ENSMUSG00000095947	0.04310714	0.0001546253	0.07559435	0.9065953	NA
ENSMUSG00000095956	0.4436909	-0.0005878686	0.07499778	0.680569	NA
ENSMUSG00000095960	0.02967808	0.0001546253	0.07559435	0.9065953	NA
ENSMUSG00000095969	903.0524	-0.001421433	0.06949627	0.7538678	0.9955018
ENSMUSG00000095975	0.1697035	-0.0001614007	0.07557585	0.9026296	NA
ENSMUSG00000095977	0.08690708	-0.000516946	0.07669455	0.6979728	NA
ENSMUSG00000095981	0.1580939	-0.0007859971	0.07815572	0.5628219	NA
ENSMUSG00000095990	101.5433	-0.01034568	0.06655326	0.4321711	0.975772
ENSMUSG00000096001	1.164932	0.003076734	0.07047571	0.3573002	NA
ENSMUSG00000096002	0.8836476	-0.0007641207	0.07349453	0.6314913	NA
ENSMUSG00000096003	1.751005	0.001399813	0.07204113	0.4883362	NA
ENSMUSG00000096006	2.490471	-0.002209044	0.07004749	0.5254692	NA
ENSMUSG00000096010	67.80547	-0.007616869	0.06678776	0.5166067	0.9833475
ENSMUSG00000096014	259.2217	0.02245633	0.06999391	0.1948878	0.9047523
ENSMUSG00000096025	7.24549	0.007380485	0.07007428	0.2414064	NA
ENSMUSG00000096033	1.214592	0.001613725	0.07078683	0.5220717	NA
ENSMUSG00000096035	0.1446355	0.000158147	0.07559936	0.9044822	NA
ENSMUSG00000096037	4.015241	0.0007705155	0.07796117	0.5707751	NA
ENSMUSG00000096039	8.573118	0.008814124	0.07031587	0.2005468	NA
ENSMUSG00000096043	0.1211421	-6.548002e-05	0.0755054	0.9603399	NA
ENSMUSG00000096045	6.741727	0	0.07548602	1	NA
ENSMUSG00000096048	1.198831	-0.002463356	0.07390029	0.259173	NA
ENSMUSG00000096049	0.03952348	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000096052	3.529755	0.00500846	0.0702911	0.2619102	NA
ENSMUSG00000096054	3683.435	-0.01834747	0.05643736	0.3460475	0.9664077
ENSMUSG00000096056	10.12627	-0.001065298	0.06981894	0.7646526	0.9958846
ENSMUSG00000096065	0.3914366	-0.0002839454	0.07585381	0.8297852	NA
ENSMUSG00000096068	0.02822637	0.0001546253	0.07559435	0.9065953	NA
ENSMUSG00000096083	0.06078082	0	0.07548602	1	NA
ENSMUSG00000096086	0.09506439	0.0003421607	0.07597611	0.7961852	NA
ENSMUSG00000096092	0.04345354	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000096094	0.6236316	-0.0005364182	0.07588477	0.6952709	NA
ENSMUSG00000096095	0.6287232	0.0001561395	0.07490288	0.9082407	NA
ENSMUSG00000096124	0.08791091	0	0.07548602	1	NA
ENSMUSG00000096140	0.7265323	-3.818023e-05	0.07082797	0.9854532	NA
ENSMUSG00000096141	13.92863	0.0007943524	0.06867054	0.9054604	0.9983069
ENSMUSG00000096145	40.16452	0.02209378	0.0727495	0.135048	0.875389
ENSMUSG00000096146	51.16281	0.001236693	0.06605745	0.9107189	0.9983069
ENSMUSG00000096156	0.05517465	0	0.07548602	1	NA
ENSMUSG00000096157	0.3933241	0.0003211886	0.07565657	0.8099559	NA
ENSMUSG00000096160	2.839762	-0.0005913138	0.06917788	0.9118997	NA
ENSMUSG00000096169	1.771351	-9.19285e-05	0.06994328	0.976591	NA
ENSMUSG00000096171	0.2302608	0.0005596264	0.07662311	0.6773536	NA
ENSMUSG00000096185	0.3254826	0	0.07548602	1	NA
ENSMUSG00000096188	1165.344	0.02206305	0.05828579	0.2769802	0.9418056
ENSMUSG00000096191	0.1522578	0.0006960107	0.07748384	0.6066767	NA
ENSMUSG00000096192	0.2215395	0	0.07548602	1	NA
ENSMUSG00000096199	64.20415	-0.01880627	0.0677301	0.2593767	0.9407565
ENSMUSG00000096201	1.954556	0.001147164	0.07257025	0.5318648	NA
ENSMUSG00000096205	758.0024	-0.001110754	0.06946201	0.8079665	0.9959254
ENSMUSG00000096206	7101.584	-0.001965977	0.06863942	0.776615	0.9959254
ENSMUSG00000096209	0.3566774	0	0.07548602	1	NA
ENSMUSG00000096210	339.3998	0.02031825	0.06361416	0.2887625	0.949126
ENSMUSG00000096211	0.1455081	-0.000737457	0.07783497	0.5857727	NA
ENSMUSG00000096214	808.9317	-0.002878355	0.06857661	0.6928244	0.9945077
ENSMUSG00000096215	0.3793276	-0.0003633592	0.07485413	0.7931725	NA
ENSMUSG00000096218	0.4351285	0.0001706058	0.07281032	0.9120625	NA
ENSMUSG00000096221	18.18775	0.005635421	0.0670309	0.5988131	0.9903903
ENSMUSG00000096222	0.07112225	0.0001637743	0.07560759	0.9011077	NA
ENSMUSG00000096225	49.45779	0.01016957	0.06909573	0.3115038	0.9559745
ENSMUSG00000096231	1.400655	0.00150564	0.0701792	0.6176753	NA
ENSMUSG00000096232	1.059791	-0.001436485	0.08532324	0.320411	NA
ENSMUSG00000096233	0.4792565	0.001005508	0.0767612	0.4946099	NA
ENSMUSG00000096238	0.1068468	-7.362099e-05	0.07551053	0.9554159	NA
ENSMUSG00000096243	847.2336	-0.004458956	0.06909547	0.5060462	0.9833475
ENSMUSG00000096248	2.190329	0.001149551	0.07070381	0.6322977	NA
ENSMUSG00000096252	5.852089	0.005226048	0.06976962	0.3450488	NA
ENSMUSG00000096255	39.53259	0.008226288	0.06817307	0.4228757	0.975772
ENSMUSG00000096256	42.71954	0.002099988	0.06994386	0.5617853	0.9863285
ENSMUSG00000096257	1.223963	0.0008755303	0.07038053	0.7343896	NA
ENSMUSG00000096263	14.31405	0.0002179063	0.06924303	0.9661392	0.9983069
ENSMUSG00000096265	1.283115	-0.0006837161	0.07613757	0.6246072	NA
ENSMUSG00000096279	0.8080098	-0.0003911976	0.07131043	0.837377	NA
ENSMUSG00000096280	1.028201	-0.001836265	0.07047378	0.5155581	NA
ENSMUSG00000096285	0.1818368	-0.0005015372	0.0764347	0.7078329	NA
ENSMUSG00000096287	0.4503992	-8.736434e-05	0.07174685	0.9599234	NA
ENSMUSG00000096291	0.1140666	-0.0005860025	0.07700399	0.6614415	NA
ENSMUSG00000096296	0.3341353	-0.0002854192	0.07585767	0.828921	NA
ENSMUSG00000096297	0.04345354	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000096299	0.6240326	-0.001042498	0.07105612	0.6326012	NA
ENSMUSG00000096303	0.07207527	0.0004050925	0.07618149	0.7602853	NA
ENSMUSG00000096316	0.06412521	0.0001546253	0.07559435	0.9065953	NA
ENSMUSG00000096324	1.369203	0.002312354	0.07193753	0.3350597	NA
ENSMUSG00000096327	0.1215616	0	0.07548602	1	NA
ENSMUSG00000096328	1.259836	-0.0009421433	0.06994446	0.7716122	NA
ENSMUSG00000096330	0.1709299	-0.0008228319	0.07841708	0.5458456	NA
ENSMUSG00000096337	0.1282504	0.0005445435	0.07669778	0.6841504	NA
ENSMUSG00000096349	6641.93	-0.004405775	0.06896975	0.5271334	0.9833475
ENSMUSG00000096351	22.88275	0.005136666	0.06874955	0.5080557	0.9833475
ENSMUSG00000096354	0.05703331	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000096361	0.5540021	-0.0004384285	0.07410877	0.7627388	NA
ENSMUSG00000096366	0.05703331	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000096370	150.9318	0.008478757	0.06445414	0.5498963	0.9847862
